s_m,longitude,latitude,x_local_m,y_local_m,elevation_m,slope_deg,valley_width_m
31100.000000,85.411976,28.310310,3352.369483,3381.366214,2184.971553,2.740888,388.867089
31200.000000,85.411299,28.309633,3286.017972,3306.549926,2179.893631,3.175459,382.656085
31300.000000,85.410623,28.308956,3219.666461,3231.733638,2173.875748,3.700955,372.150451
31400.000000,85.409946,28.308279,3153.314950,3156.917350,2166.956866,4.232444,358.837601
31500.000000,85.409269,28.307602,3086.963438,3082.101061,2159.074801,4.643373,344.605195
31600.000000,85.408592,28.306925,3020.611927,3007.284773,2150.712860,4.640010,331.152059
31700.000000,85.407915,28.306249,2954.260416,2932.468485,2142.842610,4.002258,319.595936
31800.000000,85.407238,28.305572,2887.908904,2857.652197,2136.719578,3.335085,310.431509
31900.000000,85.406562,28.304895,2821.557393,2782.835909,2131.187801,3.003585,303.718248
32000.000000,85.405885,28.304218,2755.205882,2708.019621,2126.225474,2.933393,299.273595
32100.000000,85.405208,28.303541,2688.854371,2633.203333,2120.939371,3.199626,296.760917
32200.000000,85.404531,28.302864,2622.502859,2558.387045,2115.045049,3.436008,295.712550
32300.000000,85.403854,28.302188,2556.151348,2483.570757,2108.931040,3.506942,295.616118
32400.000000,85.403177,28.301511,2489.799837,2408.754469,2102.788201,3.406357,296.077681
32500.000000,85.402501,28.300834,2423.448326,2333.938181,2097.026582,2.835631,297.041407
32600.000000,85.401543,28.300710,2329.607846,2320.242694,2092.881891,2.256947,298.873577
32700.000000,85.400867,28.300033,2263.256335,2245.426406,2089.144274,2.018724,302.264198
32800.000000,85.400190,28.299356,2196.904824,2170.610118,2085.832298,1.676661,308.000197
32900.000000,85.399513,28.298680,2130.553312,2095.793830,2083.289953,1.225449,316.578574
33000.000000,85.398836,28.298003,2064.201801,2020.977542,2081.554023,0.892685,327.863499
33100.000000,85.398159,28.297326,1997.850290,1946.161254,2080.173644,0.915284,340.815945
33200.000000,85.397482,28.296649,1931.498779,1871.344966,2078.358808,1.171065,353.472001
33300.000000,85.396806,28.295972,1865.147267,1796.528677,2076.085285,1.359105,363.310794
33400.000000,85.396129,28.295295,1798.795756,1721.712389,2073.613748,1.412380,368.009512
33500.000000,85.395833,28.294490,1769.829881,1632.706386,2071.154151,1.564610,366.318444
33600.000000,85.395833,28.293586,1769.829881,1532.706386,2068.150871,1.911493,358.672786
33700.000000,85.396321,28.292845,1817.676938,1450.866733,2064.479303,2.415345,347.193342
33800.000000,85.396167,28.292500,1802.536724,1412.701200,2059.714727,3.012097,335.017175
33900.000000,85.395147,28.292500,1702.536724,1412.701200,2053.955405,3.484999,325.222745
34000.000000,85.394140,28.292474,1603.850406,1409.780271,2047.534761,3.564394,319.839764
34100.000000,85.393463,28.291797,1537.498895,1334.963983,2041.497246,3.587884,319.380073
34200.000000,85.392787,28.291120,1471.147384,1260.147695,2034.994288,3.958205,323.017883
34300.000000,85.392110,28.290443,1404.795872,1185.331407,2027.658480,4.462265,329.183967
34400.000000,85.391433,28.289766,1338.444361,1110.515119,2019.386475,4.909887,336.171764
34500.000000,85.390756,28.289089,1272.092850,1035.698831,2010.477665,5.042926,342.490501
34600.000000,85.390079,28.288413,1205.741339,960.882543,2001.737744,4.860675,346.962084
34700.000000,85.389402,28.287736,1139.389827,886.066254,1993.469888,4.860101,348.716645
34800.000000,85.388726,28.287059,1073.038316,811.249966,1984.731984,5.045138,347.240697
34900.000000,85.388049,28.286382,1006.686805,736.433678,1975.813377,5.184179,342.478583
35000.000000,85.387307,28.285833,933.971143,675.767867,1966.586240,5.359461,334.932755
35100.000000,85.386415,28.285581,846.494814,647.921903,1957.050574,5.534642,325.575515
35200.000000,85.385738,28.284905,780.143303,573.105615,1947.206379,5.709719,315.844010
35300.000000,85.385061,28.284228,713.791792,498.289327,1937.053655,5.884690,307.668814
35400.000000,85.384384,28.283551,647.440280,423.473039,1926.592402,6.059550,303.755902
35500.000000,85.383707,28.282874,581.088769,348.656751,1915.822620,6.234297,308.105682
35600.000000,85.382877,28.282500,499.688352,307.301200,1904.744308,6.408928,326.351179
35700.000000,85.382073,28.282073,420.896778,260.144975,1893.357467,6.583439,365.397203
35800.000000,85.381397,28.281397,354.545267,185.328687,1881.662097,6.757828,431.530293
35900.000000,85.380662,28.280833,282.546957,123.067867,1869.658198,6.932091,526.817654
36000.000000,85.379763,28.280596,194.353276,96.816912,1857.345770,7.106225,644.941492
36100.000000,85.379045,28.280000,123.976260,30.951200,1844.724813,7.280228,769.027628
36200.000000,85.378025,28.280000,23.976260,30.951200,1831.795327,7.454095,874.115005
36300.000000,85.377500,28.280000,-27.449356,30.951200,1818.557311,7.540978,934.745046
